state,dma,turn00,turn96,turn92,turn88,turn90,turn94,turn98,senate,prezg,seng,hseg,issg,othg,govg,balg,pq,___istate,___istat1,___istat2,___istat3,___istat4,___istat5,___istat6,___istat7,___istat8,___istat9,___ista10,___ista11,___ista12,___ista13,___ista14,___ista15,___ista16,___ista17,___ista18,___ista19,___ista20,___ista21,___ista22,___ista23,___ista24,___ista25,___ista26,___ista27,___ista28,___ista29,___ista30,___ista31,___ista32,___ista33,___ista34,___ista35,sum_grp,fall_grp,yr_grp,bush,cheney,gore,lieb,n0901,cont0901,n1001,cont1001,n1016,cont1016,yr_att,yr_cont,yr_pro,sum_att,sum_cont,sum_pro,fall_att,fall_con,fall_pro,end_grp,end_att,end_cont,end_pro,lncpop00,bg
MO,OMAHA,0.589891076,0.570301414,0.573647022,0.546076834,,0.563972414,0.451788127,0.451788127,1.819900036,14.19169998,3.271300077,0.0002,0,0,0,0.241919592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819.900024,1819.900024,2187,0,1,0,0,0,0,0,0,0,0,1520.599976,0,666.4000244,1520.599976,0,299.2999878,1520.599976,0,299.2999878,1819.900024,1520.599976,0,299.2999878,8.490233421,1
NE,OMAHA,0.567408383,0.567438185,0.644231141,0.586194456,0.493265718,0.496105134,,0.496105134,1.819900036,14.19169998,3.271300077,0.0002,0,0,0,0.245456114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819.900024,1819.900024,2187,0,1,0,0,56,0.035714287,29,0.068965517,29,0.068965517,1520.599976,0,666.4000244,1520.599976,0,299.2999878,1520.599976,0,299.2999878,1819.900024,1520.599976,0,299.2999878,13.23065472,0
FL,ORLANDO-DAYTONA BEACH-MELBOURNE,0.525156021,0.486046135,0.528443873,0.442371607,,0.392036498,0.357810378,0.357810378,10.23859978,8.481200218,10.69009972,0.220500007,0,0,0,0.249367177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29475.5,20711.5,31943.69922,6,3,5,10,123,0.056910571,64,0.078125,46,0.108695649,9101.200195,9406.900391,13435.59961,9101.200195,9406.900391,10967.40039,7503,8257.299805,4951.200195,10238.59961,5493.799805,2454.600098,2290.199951,14.56968307,1
NJ,PHILADELPHIA,0.554982662,0.532237828,0.585047483,0.530676067,0.39805761,0.422438353,,0.422438353,9.048999786,15.29800034,6.452600002,0.174199998,0,1.854099989,0,0.246976912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34924.89844,24633.40039,37269.30078,6,5,7,5,71,0.070422538,42,0.071428575,22,0.13636364,12557.09961,10455.40039,14256.7998,12557.09961,10455.40039,11912.40039,10343.40039,8178.600098,6111.399902,9049,4875.299805,1484.800049,2688.899902,14.21993828,0
PA,PHILADELPHIA,0.562577844,0.512385607,0.57825774,0.542291224,,0.380419135,0.324941635,0.324941635,9.048999786,15.29800034,6.452600002,0.174199998,0,1.854099989,0,0.24608402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34924.89844,24633.40039,37269.30078,6,5,7,5,162,0.067901231,106,0.056603774,52,0.07692308,12557.09961,10455.40039,14256.7998,12557.09961,10455.40039,11912.40039,10343.40039,8178.600098,6111.399902,9049,4875.299805,1484.800049,2688.899902,15.05794811,1
MD,PITTSBURGH,0.478618264,0.454629928,0.508937657,0.462905705,,0.365745306,0.366180062,0.366180062,9.414500237,7.577899933,9.507699966,0.602100015,0,0,0,0.249542817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33205,22347.69922,36216,7,2,6,4,1,0,1,0,0,0,9708,9713.5,16794.5,9708,9713.5,13783.5,8180.399902,7318,6849.299805,9414.5,4945.100098,1535.599976,2933.800049,10.01063633,0
PA,PITTSBURGH,0.551613271,0.508213639,0.562192023,0.519932389,,0.417082548,0.335739046,0.335739046,9.414500237,7.577899933,9.507699966,0.602100015,0,0,0,0.247336075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33205,22347.69922,36216,7,2,6,4,119,0.092436977,62,0.112903222,33,0.121212125,9708,9713.5,16794.5,9708,9713.5,13783.5,8180.399902,7318,6849.299805,9414.5,4945.100098,1535.599976,2933.800049,14.56403255,1
WV,PITTSBURGH,0.432459027,0.439293355,0.479492664,0.464236259,,0.291166514,,0.291166514,9.414500237,7.577899933,9.507699966,0.602100015,0,0,0,0.245438218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33205,22347.69922,36216,7,2,6,4,8,0.125,2,0,1,0,9708,9713.5,16794.5,9708,9713.5,13783.5,8180.399902,7318,6849.299805,9414.5,4945.100098,1535.599976,2933.800049,11.37849045,1
NH,PORTLAND-AUBURN,0.65690726,0.620171785,0.700527072,0.631279707,0.39623493,,0.403846771,0.403846771,7.114999771,3.405200005,5.418499947,0,0,1.630499959,0,0.225380108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24403.40039,16308,30919.69922,0,3,1,1,13,0.230769232,8,0.125,8,0.125,4790.799805,8968.299805,17160.59961,4790.799805,8355.799805,11256.7998,3574.699951,7003.100098,5730.200195,7115,2953.800049,1658.099976,2503.100098,10.97808075,1
OR,PORTLAND OR,0.639315188,0.613676071,0.696642697,0.617305458,0.53344506,,0.48144418,0.48144418,11.97640038,2.39470005,6.673299789,0,0,0.238700002,0,0.230591282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34593.80078,26056.59961,37061.39844,2,2,3,4,95,0.063157894,53,0.075471699,31,0.096774191,10063.2998,11278.5,15719.59961,10028.5,11278.5,13286.7998,8636.5,9830.799805,7589.299805,11976.40039,6621.799805,2075.5,3279.100098,14.26210976,1
WA,PORTLAND OR,0.581152439,0.545788348,0.588202357,0.510664284,,0.411887616,0.447477877,0.447477877,11.97640038,2.39470005,6.673299789,0,0,0.238700002,0,0.243414283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34593.80078,26056.59961,37061.39844,2,2,3,4,18,0.111111112,5,0.200000003,0,0,10063.2998,11278.5,15719.59961,10028.5,11278.5,13286.7998,8636.5,9830.799805,7589.299805,11976.40039,6621.799805,2075.5,3279.100098,12.68100166,1
MA,PROVIDENCE-NEW BEDFORD,0.557595372,0.538219512,0.592259586,0.558051109,,0.444173366,,0.444173366,0.245800003,6.758900166,2.591099977,0,0,0,0,0.246682778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,248,1804.5,0,0,0,0,22,0,8,0,7,0,7.300000191,148.8000031,1648.400024,0.400000006,86.40000153,161.1999969,0.400000006,86.40000153,161.1999969,245.8000031,0.400000006,86.40000153,159,12.84533119,0
NC,RALEIGH-DURHAM,0.502633572,0.470444292,0.500077307,0.424373388,0.398285121,,0.362599701,0.362599701,0.0071,0,5.918900013,0.042300001,0,8.817299843,0,0.249993071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163.800049,168.3999939,1163.800049,0,0,0,0,119,0.142857149,55,0.200000003,25,0.280000001,3.299999952,3.799999952,1156.699951,3.299999952,3.799999952,1156.699951,3.299999952,3.799999952,161.3000031,7.099999905,3.299999952,3.799999952,0,14.3244524,0
VA,RALEIGH-DURHAM,0.463803887,0.428317815,0.479764193,0.426876962,,0.364178777,,0.364178777,0.0071,0,5.918900013,0.042300001,0,8.817299843,0,0.248689845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1163.800049,168.3999939,1163.800049,0,0,0,0,0,0,0,0,0,0,3.299999952,3.799999952,1156.699951,3.299999952,3.799999952,1156.699951,3.299999952,3.799999952,161.3000031,7.099999905,3.299999952,3.799999952,0,10.13169861,0
VA,RICHMOND-PETERSBURG,0.546237946,0.513072848,0.586795032,0.523931384,,0.461166859,,0.461166859,0.0669,13.09389973,4.317100048,0.0116,0,0,0,0.247862056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72.30000305,72.30000305,7870.899902,0,0,0,0,59,0.101694912,34,0.14705883,18,0.222222224,1227.199951,1570.800049,5072.899902,21.10000038,45.79999924,5.400000095,21.10000038,45.79999924,5.400000095,66.90000153,21.10000038,45.79999924,0,13.76843071,0
VA,ROANOKE-LYNCHBURG,0.506888628,0.484050035,0.519979537,0.4744609,,0.425680816,,0.425680816,0.065899998,8.904600143,2.453000069,0.0407,0,0,0,0.24995254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67.69999695,67.69999695,7725.899902,0,0,0,0,52,0.096153848,41,0.073170729,21,0.047619049,1179.800049,1551.099976,4995,16.5,49.40000153,1.799999952,16.5,49.40000153,1.799999952,65.90000153,16.5,49.40000153,0,13.60438061,0
WV,ROANOKE-LYNCHBURG,0.482063413,0.492445678,0.544373393,0.56461072,,0.430985272,,0.430985272,0.065899998,8.904600143,2.453000069,0.0407,0,0,0,0.249678284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67.69999695,67.69999695,7725.899902,0,0,0,0,0,0,0,0,0,0,1179.800049,1551.099976,4995,16.5,49.40000153,1.799999952,16.5,49.40000153,1.799999952,65.90000153,16.5,49.40000153,0,8.880724907,1
NY,ROCHESTER NY,0.598044634,0.578880727,0.638235092,0.582173884,,0.458176553,0.425052524,0.425052524,0,8.856399536,1.104400039,0.052299999,0.0008,0,0,0.240387246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8802.799805,0,0,0,0,37,0.054054055,18,0.055555556,17,0.05882353,0,2641.100098,6161.700195,0,0,0,0,0,0,0,0,0,0,13.50706005,0
CA,SACRAMENTO-STOCKTON-MODESTO,0.552925944,0.530499458,0.603375852,0.540881097,,0.467761308,0.45244351,0.45244351,3.732599974,2.328299999,0.0296,0.0102,0,0,0,0.24719885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9115.200195,7410.899902,18452.59961,0,2,0,0,122,0.106557377,83,0.108433738,54,0.09259259,1089.199951,5563.600098,11799.7998,931.9000244,3822.199951,4361.100098,931.9000244,3822.199951,2656.800049,3732.600098,931.9000244,1939.199951,861.5,14.54301167,0
ID,SALT LAKE CITY,0.641596079,0.651239693,0.734333634,0.791161239,0.504906714,,0.48637265,0.48637265,0.022500001,0.875500023,8.734100342,0.157499999,0,1.594499946,0,0.229950547,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.59999847,36.59999847,37,0,0,0,0,1,0,1,0,0,0,6.300000191,14.80000019,15.89999962,6.300000191,14.80000019,15.5,6.300000191,14.80000019,15.5,22.5,6.300000191,14.80000019,1.399999976,9.542087555,0
NV,SALT LAKE CITY,0.507458866,0.474374741,0.525365591,0.429550111,,0.422953933,0.398884773,0.398884773,0.022500001,0.875500023,8.734100342,0.157499999,0,1.594499946,0,0.249944359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.59999847,36.59999847,37,0,0,0,0,2,0,2,0,0,0,6.300000191,14.80000019,15.89999962,6.300000191,14.80000019,15.5,6.300000191,14.80000019,15.5,22.5,6.300000191,14.80000019,1.399999976,10.46095848,1
WY,SALT LAKE CITY,0.603134215,0.611085057,0.59740144,0.545303404,,0.631003857,,0.631003857,0.022500001,0.875500023,8.734100342,0.157499999,0,1.594499946,0,0.239363328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.59999847,36.59999847,37,0,0,0,0,1,0,0,0,0,0,6.300000191,14.80000019,15.89999962,6.300000191,14.80000019,15.5,6.300000191,14.80000019,15.5,22.5,6.300000191,14.80000019,1.399999976,10.68388939,0
TX,SAN ANTONIO,0.470066071,0.435852259,0.51915437,0.505122542,0.293888807,0.326452404,,0.326452404,0,1.908300042,0.593599975,0.0062,0,0,0,0.249103963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.03125,37,0.054054055,10,0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1132164,0
CA,SAN DIEGO,0.536126852,0.509049237,0.585316718,0.531794608,,0.431422472,0.417053849,0.417053849,3.142800093,0.946799994,13.48099995,0.0012,0.690500021,0,0,0.248694852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7747.799805,6139.899902,11719.7002,2,1,0,1,88,0.102272727,46,0.108695649,30,0.166666672,698.9000244,4554.299805,6466.5,698.9000244,3274.5,3774.399902,698.9000244,3274.5,2166.5,3142.800049,698.9000244,1648.900024,795,14.39664936,0
CA,SAN FRANCISCO-OAKLAND-SAN JOSE,0.585349381,0.563587606,0.648929119,0.590010583,,0.484292299,0.462157637,0.462157637,1.612100005,0.998700023,2.377899885,0.0003,1.9375,0,0,0.242715478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616.5,1614.099976,7035,2,1,3,1,234,0.102564104,132,0.106060609,72,0.138888896,548.2999878,1574.800049,4911.899902,539.2999878,361.2000122,716,539.2999878,361.2000122,713.5999756,1612.099976,539.2999878,361.2000122,711.5999756,15.23908901,0
WA,SEATTLE-TACOMA,0.622098625,0.602023125,0.655098975,0.568372548,,0.453926384,0.49002403,0.49002403,7.348199844,10.32820034,12.54759979,0,0,1.843299985,0,0.235091925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30028.30078,20097.5,44567.39844,3,2,1,3,172,0.133720934,98,0.193877548,69,0.231884062,10094.2998,10840,23633.09961,8895.299805,8941.400391,12191.59961,7512.399902,6663.600098,5921.5,7348.200195,3740.399902,1156.199951,2451.600098,14.90502357,1
ID,SPOKANE,0.56216073,0.607338309,0.656774938,0.608400762,0.408950448,,0.432746947,0.432746947,7.377299786,8.101099968,7.426499844,0.0251,0,2.817899942,0,0.246136039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23204.40039,17970.90039,33476,1,1,1,0,10,0,7,0,3,0,7392.799805,9821.099609,16262.09961,6217.700195,8243,8743.700195,6217.700195,7245.899902,4507.299805,7377.299805,4272.299805,1456.199951,1648.800049,12.23449039,0
OR,SPOKANE,0.786879241,0.812686741,0.796045184,0.707934201,0.640118778,,0.592866957,0.592866957,7.377299786,8.101099968,7.426499844,0.0251,0,2.817899942,0,0.167700306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23204.40039,17970.90039,33476,1,1,1,0,0,0,0,0,0,0,7392.799805,9821.099609,16262.09961,6217.700195,8243,8743.700195,6217.700195,7245.899902,4507.299805,7377.299805,4272.299805,1456.199951,1648.800049,8.604654312,1
WA,SPOKANE,0.571420252,0.560287237,0.620169163,0.556451201,,0.515463889,0.441845238,0.441845238,7.377299786,8.101099968,7.426499844,0.0251,0,2.817899942,0,0.244899154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23204.40039,17970.90039,33476,1,1,1,0,29,0.137931034,27,0.148148149,14,0,7392.799805,9821.099609,16262.09961,6217.700195,8243,8743.700195,6217.700195,7245.899902,4507.299805,7377.299805,4272.299805,1456.199951,1648.800049,13.08419991,1
IL,ST LOUIS,0.567218006,0.536478162,0.616502106,0.560184062,0.416594714,,0.398786157,0.398786157,9.890399933,5.167900085,10.0855999,0.066,0,6.034599781,0,0.245481744,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36262.80078,26491.90039,41700.10156,4,1,6,2,32,0.15625,20,0.150000006,9,0.333333343,14798.40039,10136.59961,16765.09961,14461.7002,10136.59961,11664.5,12356.59961,7889.799805,6245.5,9890.400391,5917,1337.5,2635.899902,13.32536507,0
MO,ST LOUIS,0.602978766,0.561605811,0.648557127,0.585251093,,0.464858681,0.399249613,0.399249613,9.890399933,5.167900085,10.0855999,0.066,0,6.034599781,0,0.23939538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36262.80078,26491.90039,41700.10156,4,1,6,2,65,0.107692309,28,0.107142858,4,0,14798.40039,10136.59961,16765.09961,14461.7002,10136.59961,11664.5,12356.59961,7889.799805,6245.5,9890.400391,5917,1337.5,2635.899902,14.26426983,1
NY,SYRACUSE,0.580075502,0.548231304,0.601013422,0.546147704,,0.44437784,0.413064033,0.413064033,0.083099999,9.165100098,0.5079,0,0,0,0,0.243587911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.59999847,85.59999847,7904.600098,0,0,0,0,48,0.083333336,21,0.142857149,21,0.142857149,0.800000012,2764.5,5139.299805,0.800000012,82.30000305,2.5,0.800000012,82.30000305,2.5,83.09999847,0.800000012,82.30000305,0,13.63765144,0
FL,TAMPA-ST PETERSBURG-SARASOTA,0.548399687,0.52006042,0.563586354,0.487478822,,0.435039461,0.382611364,0.382611364,11.32019997,8.851900101,9.15019989,0.0135,0.576900005,0,0,0.247657463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29881.40039,20909.59961,32425.30078,10,2,8,1,133,0.135338351,63,0.206349209,34,0.323529422,8992.599609,9249.5,14183.2002,8985.099609,9218.700195,11677.59961,7504.200195,8233.5,5171.899902,11320.2002,6572.399902,2184.800049,2563,14.82510281,1
MI,TOLEDO,0.552709579,0.512552261,0.592419922,0.521243751,0.370320767,0.390639484,,0.390639484,4.040999889,2.192199945,0.121399999,0,9.171199799,0,0,0.247221693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28311.30078,17889,34011.19922,1,1,0,1,1,0,0,0,0,0,6986.799805,11727.5,15296.90039,6986.799805,10444.40039,10880.09961,5491.5,7955.299805,4442.200195,4041,1951.5,1567.400024,522.0999756,11.19187927,1
OH,TOLEDO,0.581229329,0.566636682,0.626007378,0.563142717,,0.412962794,0.414434165,0.414434165,4.040999889,2.192199945,0.121399999,0,9.171199799,0,0,0.243401796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28311.30078,17889,34011.19922,1,1,0,1,41,0.097560972,11,0.181818187,1,0,6986.799805,11727.5,15296.90039,6986.799805,10444.40039,10880.09961,5491.5,7955.299805,4442.200195,4041,1951.5,1567.400024,522.0999756,13.51810551,1
KS,TULSA,0.516563058,0.526952863,0.567135453,0.510479569,0.41980955,,0.36760959,0.36760959,0.0004,0,14.15260029,0,0,0,0,0.24972567,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.699999809,4.699999809,4.699999809,0,0,0,0,1,0,1,0,1,0,0.400000006,0,4.300000191,0.400000006,0,4.300000191,0.400000006,0,4.300000191,0.400000006,0.400000006,0,0,10.3171854,0
OK,TULSA,0.523076475,0.522442758,0.617729366,0.545487642,,0.423286319,0.359342664,0.359342664,0.0004,0,14.15260029,0,0,0,0,0.249467477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.699999809,4.699999809,4.699999809,0,0,0,0,42,0.071428575,34,0.088235296,21,0.095238097,0.400000006,0,4.300000191,0.400000006,0,4.300000191,0.400000006,0,4.300000191,0.400000006,0.400000006,0,0,13.701478,0
MD,WASHINGTON DC-HAGERSTOWN,0.572681069,0.523889542,0.58060658,0.521190822,,0.384817243,0.418683946,0.418683946,0.0037,12.94869995,5.294000149,0.118199997,0,0,0,0.244717464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854.5999756,540.5,4944,0,0,2,0,100,0.109999999,54,0.148148149,36,0.166666672,2040.5,1183.699951,1719.800049,846.7000122,2.599999905,5.300000191,532.5999756,2.599999905,5.300000191,3.700000048,1.100000024,2.599999905,0,14.26200294,0
PA,WASHINGTON DC-HAGERSTOWN,0.503760517,0.472318709,0.477486581,0.444532335,,0.358788937,0.321398944,0.321398944,0.0037,12.94869995,5.294000149,0.118199997,0,0,0,0.249985859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,854.5999756,540.5,4944,0,0,2,0,3,0,0,0,0,0,2040.5,1183.699951,1719.800049,846.7000122,2.599999905,5.300000191,532.5999756,2.599999905,5.300000191,3.700000048,1.100000024,2.599999905,0,11.58708668,1
VA,WASHINGTON DC-HAGERSTOWN,0.625951409,0.558168232,0.614704728,0.550209105,,0.47107026,,0.47107026,0.0037,12.94869995,5.294000149,0.118199997,0,0,0,0.234136239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,854.5999756,540.5,4944,0,0,2,0,104,0.115384616,51,0.117647059,34,0.117647059,2040.5,1183.699951,1719.800049,846.7000122,2.599999905,5.300000191,532.5999756,2.599999905,5.300000191,3.700000048,1.100000024,2.599999905,0,14.23802853,0
WV,WASHINGTON DC-HAGERSTOWN,0.443980008,0.434619308,0.478437424,0.452696681,,0.297840238,,0.297840238,0.0037,12.94869995,5.294000149,0.118199997,0,0,0,0.246861756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,854.5999756,540.5,4944,0,0,2,0,7,0,4,0,2,0,2040.5,1183.699951,1719.800049,846.7000122,2.599999905,5.300000191,532.5999756,2.599999905,5.300000191,3.700000048,1.100000024,2.599999905,0,11.94051743,1
FL,WEST PALM BEACH-FT PIERCE,0.553508997,0.548082113,0.596190631,0.522017837,,0.447854489,0.39758873,0.39758873,9.634200096,8.183799744,10.94449997,0.063000001,0,0,0,0.247136787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29712.09961,20957,32096.40039,3,2,0,0,66,0.121212125,41,0.146341458,15,0.333333343,9110.700195,9766.700195,13219,9110.700195,9766.700195,10834.7002,7898.200195,8560.400391,4498.399902,9634.200195,5395.600098,2501.100098,1737.5,13.94917011,1
KS,WICHITA-HUTCHINSON,0.547838569,0.585312843,0.645261109,0.573987305,0.4636361,,0.383150458,0.383150458,0,0,3.798599958,0.0131,0,0,0,0.247711465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.899999619,0,0,0,0,40,0.100000001,38,0.105263159,16,0.125,9.899999619,0,0,0,0,0,0,0,0,0,0,0,0,13.60288525,0
PA,WILKES BARRE-SCRANTON,0.491695732,0.45852235,0.508482039,0.465708971,,0.365448147,0.322576404,0.322576404,10.06389999,6.297399998,19.24650002,0.598399997,0,0,0,0.249931037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38730.80078,24871,41218.89844,2,4,6,0,66,0.121212125,27,0.148148149,14,0.214285716,12145.2998,12285.5,16788.09961,12145.2998,12285.5,14300,9246.200195,8874,6750.799805,10063.90039,5228.600098,1739.900024,3095.399902,13.94480991,1
