codi,year,spp,postp,treatment_postp,intensity_postp,yrrate,pop_thou,urate
81799,2000.0,15.476191,0.0,0.0,0.0,,,
81799,2004.0,13.032581,1.0,0.0,0.0,,,
81803,2000.0,23.935915,0.0,0.0,0.0,10.92273,30.992,3.5331697
81803,2004.0,16.487965,1.0,0.0,0.0,4.090247,35.464,3.7446425
81810,2000.0,20.468792,0.0,0.0,0.0,20.09434,7.763,2.1641119
81810,2004.0,14.713169,1.0,0.0,0.0,8.988235,9.55,2.8795812
81825,2000.0,18.939394,0.0,0.0,0.0,,,
81825,2004.0,13.940724,1.0,0.0,0.0,,,
81831,2000.0,10.202605,0.0,0.0,0.0,2.980392,5.232,3.172783
81831,2004.0,5.475331,1.0,0.0,0.0,5.767918,5.593,3.6831753
81846,2000.0,23.840088,0.0,0.0,0.0,15.76492,61.538,2.6373947
81846,2004.0,16.516724,1.0,0.0,0.0,8.792538,70.306,3.3325748
81859,2000.0,21.538462,0.0,0.0,0.0,,,
81859,2004.0,6.25,1.0,0.0,0.0,,,
81878,2000.0,20.39114,0.0,0.0,0.0,9.309031,186.661,3.2534916
81878,2004.0,13.1365385,1.0,0.0,0.0,8.926973,200.722,3.6787198
81884,2000.0,18.60465,0.0,0.0,0.0,,,
81884,2004.0,8.333333,1.0,0.0,0.0,,,
81897,2000.0,12.605042,0.0,0.0,0.0,,,
81897,2004.0,6.837607,1.0,0.0,0.0,,,
81901,2000.0,14.285714,0.0,0.0,0.0,,,
81901,2004.0,4.0,1.0,0.0,0.0,,,
81918,2000.0,14.354761,0.0,0.0,0.0,20.48159,7.109,3.0102687
81918,2004.0,8.689024,1.0,0.0,0.0,6.689993,7.116,4.0050592
81923,2000.0,13.930518,0.0,0.0,0.0,21.28234,5.461,2.1241531
81923,2004.0,9.692672,1.0,0.0,0.0,4.948229,6.412,2.5265129
81939,2000.0,22.24719,0.0,0.0,0.0,,,
81939,2004.0,15.42461,1.0,0.0,0.0,,,
81944,2000.0,28.777168,0.0,0.0,0.0,8.045443,32.521,4.6124043
81944,2004.0,18.904665,1.0,0.0,0.0,6.647025,32.595,4.6142044
81957,2000.0,9.523809,0.0,0.0,0.0,,,
81957,2004.0,3.0769231,1.0,0.0,0.0,,,
81960,2000.0,25.966013,0.0,0.0,0.0,20.58803,21.824,2.4468474
81960,2004.0,16.011448,1.0,0.0,0.0,9.905661,25.579,3.31131
81976,2000.0,30.707396,0.0,0.0,0.0,18.98374,7.797,1.6929588
81976,2004.0,22.32586,1.0,0.0,0.0,10.44838,9.605,2.0301926
81982,2000.0,21.493729,0.0,0.0,0.0,,,
81982,2004.0,12.533849,1.0,0.0,0.0,,,
81995,2000.0,17.959183,0.0,0.0,0.0,,,
81995,2004.0,9.769094,1.0,1.0,502.0,,,
82009,2000.0,23.747488,0.0,0.0,0.0,14.10252,79.593,2.6484742
82009,2004.0,15.113902,1.0,1.0,313.0,9.383469,81.045,3.0575607
82016,2000.0,12.349398,0.0,0.0,0.0,,,
82016,2004.0,6.9444447,1.0,0.0,0.0,,,
82021,2000.0,16.817028,0.0,0.0,0.0,10.82961,13.038,2.2165976
82021,2004.0,10.65442,1.0,0.0,0.0,10.77667,15.759,2.2272987
82037,2000.0,24.861265,0.0,0.0,0.0,,,
82037,2004.0,16.280865,1.0,0.0,0.0,,,
82042,2000.0,14.762198,0.0,0.0,0.0,,,
82042,2004.0,8.603667,1.0,0.0,0.0,,,
82055,2000.0,23.984335,0.0,0.0,0.0,20.49948,57.874,2.0337284
82055,2004.0,16.498835,1.0,0.0,0.0,10.70529,73.997,1.9919727
82068,2000.0,14.712644,0.0,0.0,0.0,,,
82068,2004.0,8.856089,1.0,0.0,0.0,,,
82074,2000.0,13.298566,0.0,0.0,0.0,,,
82074,2004.0,6.788991,1.0,0.0,0.0,,,
82080,2000.0,21.763985,0.0,0.0,0.0,,5.444,1.5797207
82080,2004.0,15.164399,1.0,0.0,0.0,0.9255725,6.645,2.2121897
82093,2000.0,29.272959,0.0,0.0,0.0,12.53776,6.607,2.4670804
82093,2004.0,19.552307,1.0,0.0,0.0,4.531105,7.549,3.1527355
82107,2000.0,17.338161,0.0,0.0,0.0,,,
82107,2004.0,11.075612,1.0,0.0,0.0,,5.453,2.4023473
82114,2000.0,23.842188,0.0,0.0,0.0,11.85866,40.25,2.7801242
82114,2004.0,15.051359,1.0,0.0,0.0,6.101745,42.428,3.2926369
82129,2000.0,13.297873,0.0,0.0,0.0,,,
82129,2004.0,6.428571,1.0,0.0,0.0,,,
82135,2000.0,15.616438,0.0,0.0,0.0,15.39899,5.876,1.9230769
82135,2004.0,10.43038,1.0,0.0,0.0,12.13647,7.326,2.6754026
82140,2000.0,19.302822,0.0,0.0,0.0,14.29963,7.611,2.351859
82140,2004.0,13.071512,1.0,0.0,0.0,9.303977,8.386,2.6949677
82153,2000.0,10.108509,0.0,0.0,0.0,,,
82153,2004.0,6.4563823,1.0,0.0,0.0,,,
82166,2000.0,0.0,0.0,0.0,0.0,,,
82166,2004.0,0.0,1.0,0.0,0.0,,,
82172,2000.0,22.854664,0.0,0.0,0.0,10.14625,28.708,2.3895779
82172,2004.0,15.249684,1.0,0.0,0.0,8.64323,31.593,2.9025416
82188,2000.0,16.29928,0.0,0.0,0.0,11.52648,9.37,2.3585913
82188,2004.0,10.365548,1.0,0.0,0.0,11.75889,10.435,3.4978437
82191,2000.0,22.510582,0.0,0.0,0.0,26.53498,17.559,2.1014864
82191,2004.0,14.16124,1.0,0.0,0.0,7.647683,19.063,2.580916
82205,2000.0,8.3398285,0.0,0.0,0.0,,,
82205,2004.0,4.053272,1.0,0.0,0.0,,,
82212,2000.0,24.358643,0.0,0.0,0.0,11.01449,14.38,2.0584145
82212,2004.0,16.480417,1.0,0.0,0.0,4.017109,15.346,2.2807245
82227,2000.0,15.011821,0.0,0.0,0.0,,,
82227,2004.0,9.881757,1.0,0.0,0.0,,,
82233,2000.0,14.540588,0.0,0.0,0.0,,,
82233,2004.0,8.773234,1.0,0.0,0.0,,,
82248,2000.0,18.489584,0.0,0.0,0.0,,,
82248,2004.0,10.576923,1.0,0.0,0.0,,,
82251,2000.0,4.5454545,0.0,0.0,0.0,,,
82251,2004.0,1.2820513,1.0,0.0,0.0,,,
82264,2000.0,15.008431,0.0,0.0,0.0,,,
82264,2004.0,6.4610868,1.0,0.0,0.0,,,
82270,2000.0,13.6029415,0.0,0.0,0.0,,,
82270,2004.0,7.9375,1.0,0.0,0.0,,,
82286,2000.0,16.810345,0.0,0.0,0.0,,,
82286,2004.0,9.836065,1.0,0.0,0.0,,,
82299,2000.0,15.5172415,0.0,0.0,0.0,,,
82299,2004.0,8.898305,1.0,0.0,0.0,,,
82303,2000.0,23.24076,0.0,0.0,0.0,18.80658,9.245,1.9361817
82303,2004.0,16.64703,1.0,0.0,0.0,11.47402,9.828,2.5030525
82310,2000.0,24.96394,0.0,0.0,0.0,19.74301,23.265,2.6907372
82310,2004.0,16.684484,1.0,0.0,0.0,13.08482,27.181,2.6047606
82325,2000.0,14.485597,0.0,0.0,0.0,,,
82325,2004.0,8.081518,1.0,0.0,0.0,,,
82331,2000.0,12.177778,0.0,0.0,0.0,,,
82331,2004.0,6.2801933,1.0,0.0,0.0,,,
82346,2000.0,23.283346,0.0,0.0,0.0,,,
82346,2004.0,15.868109,1.0,0.0,0.0,,,
82359,2000.0,16.221663,0.0,0.0,0.0,,,
82359,2004.0,10.851599,1.0,0.0,0.0,,,
82362,2000.0,19.444445,0.0,0.0,0.0,,,
82362,2004.0,11.637572,1.0,0.0,0.0,,,
82378,2000.0,11.158072,0.0,0.0,0.0,,,
82378,2004.0,7.94948,1.0,0.0,0.0,,,
82384,2000.0,19.74903,0.0,0.0,0.0,8.762052,13.609,1.9913293
82384,2004.0,13.821477,1.0,0.0,0.0,8.468759,17.461,2.2908196
82397,2000.0,22.994652,0.0,0.0,0.0,,,
82397,2004.0,11.666667,1.0,0.0,0.0,,,
82401,2000.0,14.196205,0.0,0.0,0.0,18.502,9.962,1.4153785
82401,2004.0,9.435061,1.0,0.0,0.0,3.166023,11.712,1.4685793
82418,2000.0,13.461538,0.0,0.0,0.0,,,
82418,2004.0,14.285714,1.0,0.0,0.0,,,
82423,2000.0,16.083916,0.0,0.0,0.0,,,
82423,2004.0,9.876543,1.0,0.0,0.0,,,
82439,2000.0,3.539823,0.0,0.0,0.0,,,
82439,2004.0,3.7593985,1.0,0.0,0.0,,,
82444,2000.0,17.353668,0.0,0.0,0.0,,5.346,1.7957351
82444,2004.0,12.751179,1.0,0.0,0.0,9.168704,7.41,2.4561403
82457,2000.0,25.371359,0.0,0.0,0.0,10.74679,116.474,3.4411113
82457,2004.0,17.61073,1.0,0.0,0.0,13.86579,118.024,3.4382837
82460,2000.0,9.769094,0.0,0.0,0.0,,,
82460,2004.0,5.174927,1.0,0.0,0.0,,,
82476,2000.0,10.151188,0.0,0.0,0.0,,,
82476,2004.0,5.9931507,1.0,0.0,0.0,,,
82482,2000.0,20.13245,0.0,0.0,0.0,,,
82482,2004.0,14.643489,1.0,0.0,0.0,,6.261,2.3638396
82495,2000.0,4.0935674,0.0,0.0,0.0,,,
82495,2004.0,4.6948357,1.0,0.0,0.0,,,
82508,2000.0,23.773075,0.0,0.0,0.0,5.555556,9.0,3.588889
82508,2004.0,16.808346,1.0,0.0,0.0,16.42512,9.792,5.443219
82515,2000.0,16.248457,0.0,0.0,0.0,,5.008,1.6174121
82515,2004.0,11.10414,1.0,0.0,0.0,10.76808,6.336,2.004419
82520,2000.0,27.319124,0.0,0.0,0.0,14.84153,26.839,3.360781
82520,2004.0,18.5385,1.0,0.0,0.0,7.216471,28.914,3.8424292
82536,2000.0,13.793103,0.0,0.0,0.0,,,
82536,2004.0,5.504587,1.0,0.0,0.0,,,
82541,2000.0,9.247136,0.0,0.0,0.0,,,
82541,2004.0,4.7222223,1.0,0.0,0.0,,,
82554,2000.0,24.390244,0.0,0.0,0.0,,,
82554,2004.0,3.2258065,1.0,0.0,0.0,,,
82567,2000.0,15.228426,0.0,0.0,0.0,,,
82567,2004.0,8.245243,1.0,0.0,0.0,,,
82573,2000.0,11.4754095,0.0,0.0,0.0,,,
82573,2004.0,4.6511626,1.0,0.0,0.0,,,
82589,2000.0,5.529226,0.0,0.0,0.0,,,
82589,2004.0,3.2637076,1.0,0.0,0.0,,,
82592,2000.0,19.88853,0.0,0.0,0.0,12.86416,6.693,2.8537278
82592,2004.0,12.669268,1.0,0.0,0.0,9.123507,8.168,2.4730656
82606,2000.0,24.951267,0.0,0.0,0.0,22.35427,19.371,3.897579
82606,2004.0,16.199402,1.0,0.0,0.0,6.044769,22.558,3.5375476
82613,2000.0,26.197758,0.0,0.0,0.0,,,
82613,2004.0,20.416388,1.0,0.0,0.0,,,
82628,2000.0,16.502079,0.0,0.0,0.0,18.77863,7.155,3.843466
82628,2004.0,10.789814,1.0,0.0,0.0,11.00394,7.955,4.035198
82634,2000.0,23.281277,0.0,0.0,0.0,13.60457,25.043,2.755261
82634,2004.0,14.800214,1.0,0.0,0.0,9.056925,27.036,3.4805446
82649,2000.0,25.61692,0.0,0.0,0.0,,,
82649,2004.0,20.105421,1.0,0.0,0.0,,5.201,1.8265718
82652,2000.0,9.196617,0.0,0.0,0.0,,,
82652,2004.0,4.967949,1.0,0.0,0.0,,,
82665,2000.0,25.334957,0.0,0.0,0.0,9.227766,53.826,3.251217
82665,2004.0,17.054678,1.0,0.0,0.0,8.870844,57.929,3.4835746
82671,2000.0,18.83713,0.0,0.0,0.0,21.8593,5.929,2.7323327
82671,2004.0,10.604161,1.0,0.0,0.0,13.0132,7.294,3.2903757
82687,2000.0,10.439561,0.0,0.0,0.0,,,
82687,2004.0,6.115515,1.0,0.0,0.0,,,
82690,2000.0,13.342599,0.0,0.0,0.0,,,
82690,2004.0,7.879429,1.0,0.0,0.0,,,
82704,2000.0,29.12968,0.0,0.0,0.0,9.829235,20.895,2.2876287
82704,2004.0,20.531555,1.0,0.0,0.0,9.164186,25.886,2.1169744
82711,2000.0,6.8965516,0.0,0.0,0.0,,,
82711,2004.0,2.2727273,1.0,0.0,0.0,,,
82726,2000.0,13.483146,0.0,0.0,0.0,,,
82726,2004.0,4.464286,1.0,0.0,0.0,,,
82732,2000.0,15.121951,0.0,0.0,0.0,,,
82732,2004.0,9.005848,1.0,0.0,0.0,,,
82747,2000.0,13.7526655,0.0,0.0,0.0,7.063953,6.125,1.7795918
82747,2004.0,9.243909,1.0,0.0,0.0,9.795918,6.333,2.1316912
82750,2000.0,3.7735848,0.0,0.0,0.0,,,
82750,2004.0,2.8301888,1.0,0.0,0.0,,,
82763,2000.0,18.26923,0.0,0.0,0.0,,,
82763,2004.0,9.146341,1.0,0.0,0.0,,,
82779,2000.0,20.967741,0.0,0.0,0.0,,,
82779,2004.0,16.27907,1.0,0.0,0.0,,,
82785,2000.0,11.390476,0.0,0.0,0.0,,5.244,2.1548436
82785,2004.0,6.8031135,1.0,0.0,0.0,9.190698,5.811,2.4780588
82798,2000.0,20.862879,0.0,0.0,0.0,12.1897,176.78,3.1485462
82798,2004.0,14.17999,1.0,1.0,139.0,9.876638,200.609,3.653874
82802,2000.0,12.871287,0.0,0.0,0.0,,,
82802,2004.0,7.4074073,1.0,0.0,0.0,,,
82819,2000.0,19.886564,0.0,0.0,0.0,,5.485,1.9143118
82819,2004.0,13.300627,1.0,0.0,0.0,10.78947,5.935,2.4262848
82824,2000.0,19.105045,0.0,0.0,0.0,17.04036,6.074,1.8109977
82824,2004.0,12.549293,1.0,0.0,0.0,9.007264,7.395,2.2312374
82830,2000.0,12.709678,0.0,0.0,0.0,11.28617,6.081,1.8253577
82830,2004.0,8.127295,1.0,0.0,0.0,11.53135,7.447,2.2693703
82845,2000.0,17.72399,0.0,0.0,0.0,17.72678,10.213,2.5555665
82845,2004.0,12.779651,1.0,0.0,0.0,12.2248,13.7,2.970803
82858,2000.0,10.398614,0.0,0.0,0.0,6.721557,12.396,2.7428203
82858,2004.0,5.779689,1.0,0.0,0.0,11.95518,13.327,2.7763188
82861,2000.0,18.864775,0.0,0.0,0.0,,,
82861,2004.0,15.380012,1.0,0.0,0.0,,,
82877,2000.0,12.831242,0.0,0.0,0.0,,,
82877,2004.0,6.976744,1.0,0.0,0.0,,,
82883,2000.0,20.465117,0.0,0.0,0.0,,,
82883,2004.0,14.917127,1.0,0.0,0.0,,,
82896,2000.0,18.80141,0.0,0.0,0.0,,,
82896,2004.0,13.117345,1.0,0.0,0.0,,,
82900,2000.0,12.573099,0.0,0.0,0.0,,,
82900,2004.0,9.1108675,1.0,0.0,0.0,,,
82917,2000.0,21.537346,0.0,0.0,0.0,,,
82917,2004.0,13.20587,1.0,0.0,0.0,,5.26,2.4904943
82922,2000.0,18.040436,0.0,0.0,0.0,,,
82922,2004.0,12.032085,1.0,0.0,0.0,,,
82938,2000.0,12.258064,0.0,0.0,0.0,,,
82938,2004.0,2.1052632,1.0,0.0,0.0,,,
82943,2000.0,20.571428,0.0,0.0,0.0,,,
82943,2004.0,13.0859375,1.0,0.0,0.0,,,
82956,2000.0,23.530687,0.0,0.0,0.0,21.38129,9.917,2.0570736
82956,2004.0,15.473087,1.0,0.0,0.0,8.692629,13.14,2.4200914
82969,2000.0,26.086956,0.0,0.0,0.0,,,
82969,2004.0,18.051577,1.0,0.0,0.0,,,
82975,2000.0,17.777779,0.0,0.0,0.0,,,
82975,2004.0,14.406779,1.0,0.0,0.0,,,
82981,2000.0,14.119852,0.0,0.0,0.0,11.87099,33.278,2.2146764
82981,2004.0,8.881399,1.0,0.0,0.0,7.79843,38.567,2.3206367
82994,2000.0,20.382166,0.0,0.0,0.0,,,
82994,2004.0,13.96648,1.0,0.0,0.0,,,
83008,2000.0,21.411442,0.0,0.0,0.0,,6.157,2.5499432
83008,2004.0,15.018964,1.0,0.0,0.0,8.738853,7.05,3.5177305
83015,2000.0,25.051952,0.0,0.0,0.0,15.25432,57.573,2.8711376
83015,2004.0,16.564808,1.0,0.0,0.0,10.57571,61.315,3.4918046
83020,2000.0,28.976818,0.0,0.0,0.0,6.982409,10.385,3.3606162
83020,2004.0,18.826563,1.0,0.0,0.0,7.121364,12.071,5.2025514
83036,2000.0,12.953368,0.0,0.0,0.0,,,
83036,2004.0,8.583691,1.0,0.0,0.0,,,
83041,2000.0,8.447937,0.0,0.0,0.0,,,
83041,2004.0,5.1242237,1.0,0.0,0.0,,,
83054,2000.0,17.812717,0.0,0.0,0.0,12.2115,31.372,1.9252837
83054,2004.0,11.898202,1.0,0.0,0.0,8.083368,36.683,2.3198757
83067,2000.0,28.455284,0.0,0.0,0.0,,,
83067,2004.0,15.497076,1.0,0.0,0.0,,,
83073,2000.0,19.617033,0.0,0.0,0.0,15.10126,54.219,2.7960677
83073,2004.0,13.403541,1.0,0.0,0.0,8.517604,63.131,2.827454
83089,2000.0,13.076923,0.0,0.0,0.0,,,
83089,2004.0,5.185185,1.0,0.0,0.0,,,
89019,2000.0,5.0925927,0.0,0.0,0.0,,,
89019,2004.0,2.5974026,1.0,0.0,0.0,,,
89024,2000.0,23.993288,0.0,0.0,0.0,,,
89024,2004.0,16.48786,1.0,0.0,0.0,,,
89030,2000.0,11.494253,0.0,0.0,0.0,,,
89030,2004.0,5.1282053,1.0,0.0,0.0,,,
89045,2000.0,27.458906,0.0,,,25.76779,14.902,4.8315663
89045,2004.0,17.665539,1.0,0.0,0.0,8.870704,14.0,5.135714
89058,2000.0,17.553192,0.0,,,,,
89058,2004.0,12.280702,1.0,,,,,
170010,2000.0,7.3047857,0.0,0.0,0.0,,,
170010,2004.0,6.5400844,1.0,0.0,0.0,,,
170025,2000.0,11.864407,0.0,0.0,0.0,,,
170025,2004.0,6.8965516,1.0,0.0,0.0,,,
170031,2000.0,12.307693,0.0,0.0,0.0,,,
170031,2004.0,0.0,1.0,0.0,0.0,,,
170046,2000.0,14.98471,0.0,0.0,0.0,,,
170046,2004.0,4.7619047,1.0,0.0,0.0,,,
170059,2000.0,18.779343,0.0,0.0,0.0,,,
170059,2004.0,5.928854,1.0,0.0,0.0,,,
170062,2000.0,20.905924,0.0,0.0,0.0,,,
170062,2004.0,10.594316,1.0,0.0,0.0,,,
170078,2000.0,10.479705,0.0,0.0,0.0,,,
170078,2004.0,7.760381,1.0,0.0,0.0,,,
170084,2000.0,8.726139,0.0,0.0,0.0,,,
170084,2004.0,6.5607033,1.0,0.0,0.0,,5.245,2.7073402
170097,2000.0,13.424053,0.0,0.0,0.0,,5.309,1.2055001
170097,2004.0,7.8449907,1.0,0.0,0.0,9.490704,6.247,1.1845686
170101,2000.0,11.794871,0.0,0.0,0.0,,,
170101,2004.0,4.6413503,1.0,0.0,0.0,,,
170118,2000.0,11.830358,0.0,0.0,0.0,,,
170118,2004.0,7.797271,1.0,0.0,0.0,,,
170123,2000.0,22.289156,0.0,0.0,0.0,,,
170123,2004.0,14.915255,1.0,0.0,0.0,,,
170139,2000.0,14.139111,0.0,0.0,0.0,,,
170139,2004.0,11.287989,1.0,0.0,0.0,,,
170144,2000.0,19.512196,0.0,0.0,0.0,,,
170144,2004.0,13.559322,1.0,0.0,0.0,,,
170157,2000.0,12.680683,0.0,0.0,0.0,8.18509,15.574,2.3500707
170157,2004.0,8.08337,1.0,0.0,0.0,6.756658,17.379,1.5651073
170160,2000.0,13.916501,0.0,0.0,0.0,,,
170160,2004.0,6.5255733,1.0,0.0,0.0,,,
170182,2000.0,10.9717865,0.0,0.0,0.0,,,
170182,2004.0,8.010336,1.0,0.0,0.0,,,
170195,2000.0,6.727575,0.0,0.0,0.0,,,
170195,2004.0,4.706685,1.0,0.0,0.0,,,
170209,2000.0,8.01964,0.0,0.0,0.0,,,
170209,2004.0,5.3579082,1.0,0.0,0.0,,,
170216,2000.0,19.69697,0.0,0.0,0.0,,,
170216,2004.0,6.6666665,1.0,0.0,0.0,,,
170221,2000.0,12.5535965,0.0,0.0,0.0,10.45098,8.305,2.7332933
170221,2004.0,7.5015,1.0,0.0,0.0,11.32003,9.426,2.6628475
170237,2000.0,21.011007,0.0,0.0,0.0,9.460068,32.135,2.741559
170237,2004.0,16.194986,1.0,0.0,0.0,9.240168,38.1,2.9081364
170242,2000.0,28.75817,0.0,0.0,0.0,,,
170242,2004.0,15.300547,1.0,0.0,0.0,,,
170255,2000.0,12.774725,0.0,0.0,0.0,,,
170255,2004.0,8.745685,1.0,0.0,0.0,,,
170268,2000.0,9.477124,0.0,0.0,0.0,,,
170268,2004.0,5.30504,1.0,0.0,0.0,,,
170274,2000.0,13.847838,0.0,0.0,0.0,,,
170274,2004.0,8.260105,1.0,0.0,0.0,,,
170280,2000.0,17.272728,0.0,0.0,0.0,,,
170280,2004.0,11.415525,1.0,0.0,0.0,,,
170293,2000.0,14.960629,0.0,0.0,0.0,,,
170293,2004.0,11.801242,1.0,0.0,0.0,,,
170307,2000.0,21.904762,0.0,0.0,0.0,,,
170307,2004.0,15.568862,1.0,0.0,0.0,,,
170314,2000.0,15.151515,0.0,0.0,0.0,,,
170314,2004.0,10.606061,1.0,0.0,0.0,,,
170329,2000.0,9.265176,0.0,0.0,0.0,,,
170329,2004.0,4.0167365,1.0,0.0,0.0,,,
170335,2000.0,16.930693,0.0,0.0,0.0,,,
170335,2004.0,12.093674,1.0,0.0,0.0,,5.863,1.9955654
170340,2000.0,17.774244,0.0,0.0,0.0,5.82199,7.428,2.2213247
170340,2004.0,14.5843115,1.0,0.0,0.0,12.78183,9.716,2.017291
170353,2000.0,10.075566,0.0,0.0,0.0,,,
170353,2004.0,7.6923075,1.0,0.0,0.0,,,
170366,2000.0,10.140562,0.0,0.0,0.0,,,
170366,2004.0,7.25089,1.0,0.0,0.0,,,
170372,2000.0,12.162162,0.0,0.0,0.0,,,
170372,2004.0,5.102041,1.0,0.0,0.0,,,
170388,2000.0,8.187135,0.0,0.0,0.0,,,
170388,2004.0,5.5555553,1.0,0.0,0.0,,,
170391,2000.0,16.028368,0.0,0.0,0.0,,,
170391,2004.0,11.340206,1.0,0.0,0.0,,,
170405,2000.0,11.801242,0.0,0.0,0.0,,,
170405,2004.0,4.0650406,1.0,0.0,0.0,,,
170412,2000.0,14.465409,0.0,0.0,0.0,,,
170412,2004.0,7.142857,1.0,0.0,0.0,,,
170427,2000.0,13.80597,0.0,0.0,0.0,,,
170427,2004.0,11.692307,1.0,0.0,0.0,,,
170433,2000.0,7.246377,0.0,0.0,0.0,,,
170433,2004.0,8.510638,1.0,0.0,0.0,,,
170448,2000.0,10.790464,0.0,0.0,0.0,10.5726,7.952,1.7857143
