,v2x_polyarchy,ipema_any_demo_assist_dum_2l,ipema_any_demo_assdiv_2l,iany_demo_all_max_dum_2l,iany_demo_all_maxdiv_2l,iwdi_pop_3l,iwdi_oda_3l,iwdi_gdppc_3l,iunhcr_ref_idp_3l,iwdi_literacy_3l,iwdi_fuel_3l,country
0,0.112,0.0,0.0,0.0,0.025641026,933045.0,100820000.0,176.25958,15724.5,35.632393,0.27770302,Guinea-Bissau
1,0.142,0.0,0.0,0.0,0.0,953790.0,114900000.0,223.46954,15724.5,35.632393,0.27770302,Guinea-Bissau
2,0.161,0.0,0.0,0.0,0.0,975261.0,126350000.0,250.15047,3004.0,35.632393,0.27770302,Guinea-Bissau
3,0.226,0.0,0.051282052,0.0,0.025641026,997522.0,112820000.0,257.78918,4631.0,35.632393,0.27770302,Guinea-Bissau
4,0.4,0.0,0.05,0.0,0.05,1020350.0,107300000.0,221.79982,12163.0,35.632393,0.27770302,Guinea-Bissau
5,0.4,0.0,0.05,0.0,0.05,1043423.0,94530000.0,227.02281,20735.0,35.632393,0.27770302,Guinea-Bissau
6,0.4,0.0,0.0,0.0,0.0,1066346.0,174360000.0,220.96022,23909.0,35.632393,0.27770302,Guinea-Bissau
7,0.377,0.0,0.0,0.0,0.0,1088854.0,117600000.0,233.2424,15350.0,35.632393,0.0,Guinea-Bissau
8,0.382,0.0,0.0,0.0,0.025,1110833.0,180770000.0,243.43874,15401.0,35.632393,0.27770302,Guinea-Bissau
9,0.412,0.0,0.025,0.0,0.05,1132510.0,124530000.0,237.12903,15982.0,35.632393,0.27770302,Guinea-Bissau
10,0.417,0.0,0.05,0.0,0.025,1154371.0,96010000.0,178.84853,202154.0,35.632393,0.27770302,Guinea-Bissau
11,0.444,0.0,0.025,0.0,0.025,1177131.0,52600000.0,190.67262,7120.0,35.632393,0.27770302,Guinea-Bissau
12,0.388,0.0,0.025,0.0,0.025,1201301.0,81070000.0,308.14413,7587.0,41.35777,0.27770302,Guinea-Bissau
13,0.356,0.0,0.025,0.0,0.05,1227106.0,60690000.0,319.6775,7332.0,35.632393,0.27770302,Guinea-Bissau
14,0.443,0.0,0.05,0.0,0.05,1254453.0,59880000.0,331.49387,7639.0,35.632393,0.27770302,Guinea-Bissau
15,0.49,0.0,0.125,0.0,0.125,1283305.0,145370000.0,371.21982,7551.0,35.632393,0.27770302,Guinea-Bissau
16,0.49,0.0,0.15,0.0,0.125,1313492.0,77850000.0,404.34915,7536.0,35.632393,0.80989194,Guinea-Bissau
17,0.433,0.0,0.125,0.0,0.1,1344930.0,66760004.0,436.30203,7616.0,35.632393,0.27770302,Guinea-Bissau
18,0.478,0.0,0.1,0.0,0.1,1377581.0,88200000.0,429.62225,7804.0,35.632393,0.27770302,Guinea-Bissau
19,0.462,0.0,0.1,0.0,0.1,1411543.0,125570000.0,493.0705,7860.0,35.632393,0.27770302,Guinea-Bissau
20,0.476,0.0,0.1,0.0,0.125,1446936.0,135690000.0,597.5764,7884.0,35.632393,0.27770302,Guinea-Bissau
21,0.329,0.0,0.1,0.0,0.1,1483921.0,149400000.0,557.17163,7898.0,35.632393,0.27770302,Guinea-Bissau
22,0.302,0.0,0.12195122,0.0,0.12195122,1522599.0,129000000.0,557.63214,7679.0,35.632393,0.27770302,Guinea-Bissau
23,0.477,0.0,0.09756097,0.0,0.09756097,1562989.0,120640000.0,702.74286,7800.0,35.632393,0.27770302,Guinea-Bissau
24,0.551,0.0,0.12195122,0.0,0.09756097,1604979.0,80320000.0,616.4117,7784.0,35.632393,0.27770302,Guinea-Bissau
25,0.534,0.0,0.14634146,0.0,0.12195122,1648257.0,105630000.0,634.4824,8535.0,35.632393,0.27770302,Guinea-Bissau
26,0.501,0.0,0.12195122,0.0,0.12195122,1692439.0,110250000.0,622.4817,8684.0,45.58116,0.27770302,Guinea-Bissau
27,0.532,0.0,0.14634146,0.0,0.14634146,1737202.0,95040000.0,603.1585,8684.0,35.632393,0.27770302,Guinea-Bissau
28,,0.0,0.0,0.0,0.025641026,,,,,,,
29,,0.0,0.0,0.0,0.0,,,,,,,
30,,0.0,0.0,0.0,0.0,,,,,,,
31,,0.0,0.051282052,0.0,0.025641026,,,,,,,
32,,0.0,0.05,0.0,0.05,,,,,,,
33,,0.0,0.05,0.0,0.05,,,,,,,
34,,0.0,0.0,0.0,0.0,,,,,,,
35,,0.0,0.0,0.0,0.0,,,,,,,
36,,0.0,0.0,0.0,0.025,,,,,,,
37,,0.0,0.025,0.0,0.05,,,,,,,
38,,0.0,0.05,0.0,0.025,,,,,,,
39,,0.0,0.025,0.0,0.025,,,,,,,
40,,0.0,0.025,0.0,0.025,,,,,,,
41,,0.0,0.025,0.0,0.05,,,,,,,
42,,0.0,0.05,0.0,0.05,,,,,,,
43,,0.0,0.125,0.0,0.125,,,,,,,
44,,0.0,0.15,0.0,0.125,,,,,,,
45,,0.0,0.125,0.0,0.1,,,,,,,
46,,0.0,0.1,0.0,0.1,,,,,,,
47,,0.0,0.1,0.0,0.1,,,,,,,
48,,0.0,0.1,0.0,0.125,,,,,,,
49,,0.0,0.1,0.0,0.1,,,,,,,
50,,0.0,0.12195122,0.0,0.12195122,,,,,,,
51,,0.0,0.09756097,0.0,0.09756097,,,,,,,
52,,0.0,0.12195122,0.0,0.09756097,,,,,,,
53,,0.0,0.14634146,0.0,0.12195122,,,,,,,
54,,0.0,0.12195122,0.0,0.12195122,,,,,,,
55,,0.0,0.14634146,0.0,0.14634146,,,,,,,
56,0.2,0.0,0.0,0.0,0.025641026,8171522.0,435380000.0,265.43903,50.0,26.482334,0.8202935,Mali
57,0.365,0.0,0.0,0.0,0.0,8296915.0,447180000.0,262.96786,50.0,26.482334,0.8202935,Mali
58,0.595,0.0,0.0,0.0,0.0,8449913.0,479170016.0,317.3893,13411.0,26.482334,0.8202935,Mali
59,0.595,0.0,0.051282052,0.0,0.025641026,8635527.0,449680000.0,315.45633,13120.0,26.482334,0.8202935,Mali
60,0.595,0.0,0.05,0.0,0.05,8850334.0,429690016.0,319.83804,13109.0,26.482334,0.8202935,Mali
61,0.595,0.0,0.05,0.0,0.05,9087176.0,369960000.0,310.13824,15224.0,26.482334,0.8202935,Mali
62,0.512,0.0,0.0,0.0,0.0,9334880.0,440149984.0,223.01802,18800.0,26.482334,0.8202935,Mali
63,0.48,0.0,0.0,0.0,0.0,9585653.0,540409980.0,282.34125,17916.0,26.482334,0.8202935,Mali
64,0.48,0.0,0.0,0.0,0.025,9837571.0,490170016.0,282.633,18234.0,26.482334,0.0,Mali
65,0.48,0.0,0.025,0.0,0.05,10094368.0,429329984.0,267.18915,12552.0,26.482334,0.0027279968,Mali
66,0.48,0.0,0.05,0.0,0.025,10360561.0,346820000.0,281.87262,13598.0,19.04497,0.02667249,Mali
67,0.56,0.0,0.025,0.0,0.025,10642936.0,354390016.0,323.16864,8302.0,26.482334,0.0052005197,Mali
68,0.612,0.0,0.025,0.0,0.025,10946445.0,288040000.0,269.87112,8412.0,26.482334,7.2039635e-05,Mali
69,0.612,0.0,0.025,0.0,0.05,11271600.0,351740000.0,307.43692,8439.0,26.482334,4.217277,Mali
70,0.612,0.0,0.05,0.0,0.05,11616887.0,420480000.0,334.83652,9095.0,26.482334,3.5796342,Mali
71,0.614,0.0,0.125,0.0,0.125,11982695.0,556229950.0,392.52475,10009.0,24.0,1.300219,Mali
72,0.607,0.0,0.15,0.0,0.125,12369070.0,585299970.0,440.16846,11256.0,26.482334,0.76755774,Mali
73,0.617,0.0,0.125,0.0,0.1,12775516.0,724590020.0,488.82812,11233.0,26.482334,1.5733051,Mali
74,0.641,0.0,0.1,0.0,0.1,13203378.0,869200000.0,522.57837,10585.0,26.17655,2.2538128,Mali
75,0.645,0.0,0.1,0.0,0.1,13651464.0,1021009980.0,596.6902,9203.0,26.482334,1.9170274,Mali
76,0.629,0.0,0.1,0.0,0.125,14113577.0,967750020.0,690.88245,9578.0,26.482334,5.9883876,Mali
77,0.337,0.0,0.1,0.0,0.1,14581429.0,984659970.0,698.2184,13538.0,26.482334,0.8202935,Mali
78,0.329,0.0,0.12195122,0.0,0.12195122,15049353.0,1091459970.0,709.582,13558.0,31.09975,0.12720421,Mali
79,0.513,0.0,0.09756097,0.0,0.09756097,15514591.0,1267619970.0,836.5098,15624.0,33.56094,0.15470569,Mali
80,0.56,1.0,0.09756097,1.0,0.07317073,15979499.0,995580030.0,778.66943,241858.0,26.482334,0.29540804,Mali
81,0.535,1.0,0.12195122,1.0,0.09756097,16449864.0,1397560060.0,805.25964,269138.0,26.482334,0.8202935,Mali
82,0.502,1.0,0.09756097,1.0,0.09756097,16934220.0,1235840000.0,847.1504,115011.0,26.482334,0.8202935,Mali
83,0.509,1.0,0.12195122,1.0,0.12195122,17438778.0,1201600000.0,751.1706,77837.0,33.06889,0.8202935,Mali
84,0.502,0.0,0.0,0.0,0.025641026,7086627.0,599750020.0,890.55835,5203.0,26.86885,13.628707,Senegal
85,0.541,0.0,0.0,0.0,0.0,7303517.0,710789950.0,851.6162,53345.0,43.50004,11.253436,Senegal
86,0.656,0.0,0.0,0.0,0.0,7526307.0,811729980.0,961.574,58113.0,43.50004,12.327911,Senegal
87,0.604,0.0,0.051282052,0.0,0.025641026,7755496.0,627520000.0,916.9308,71908.0,43.50004,15.991593,Senegal
88,0.667,0.0,0.05,0.0,0.05,7990096.0,662380030.0,951.4285,71620.0,43.50004,11.753529,Senegal
89,0.653,0.0,0.05,0.0,0.05,8226760.0,493120000.0,873.8831,73002.0,43.50004,14.4337,Senegal
90,0.653,0.0,0.0,0.0,0.0,8461068.0,635489980.0,580.11774,72994.0,43.50004,16.427334,Senegal
91,0.662,0.0,0.0,0.0,0.0,8690164.0,652340030.0,710.7245,66769.0,43.50004,13.628707,Senegal
92,0.668,0.0,0.0,0.0,0.025,8912861.0,573880000.0,719.54333,65044.0,43.50004,22.462574,Senegal
93,0.673,0.0,0.025,0.0,0.05,9130877.0,424529984.0,647.82935,57229.0,43.50004,26.57138,Senegal
94,0.633,0.0,0.05,0.0,0.025,9347774.0,502080000.0,681.2601,60823.0,43.50004,18.019314,Senegal
95,0.723,0.0,0.025,0.0,0.025,9568722.0,535979968.0,680.5723,21539.0,43.50004,17.178715,Senegal
96,0.723,0.0,0.025,0.0,0.025,9797734.0,432149984.0,604.65405,20766.0,43.50004,14.028502,Senegal
97,0.723,0.0,0.025,0.0,0.05,10036104.0,423580000.0,615.2685,20707.0,43.50004,17.843395,Senegal
98,0.723,0.0,0.05,0.0,0.05,10283699.0,445280000.0,656.6227,20711.0,39.27525,22.959017,Senegal
99,0.723,0.0,0.125,0.0,0.125,10541467.0,458280000.0,823.7211,20726.0,43.50004,20.118752,Senegal
100,0.699,0.0,0.15,0.0,0.125,10810083.0,1066339970.0,940.5517,20804.0,43.50004,19.440218,Senegal
101,0.699,0.0,0.125,0.0,0.1,11090116.0,701349950.0,993.93207,20712.0,43.50004,21.070549,Senegal
102,0.688,0.0,0.1,0.0,0.1,11382268.0,869360000.0,1040.904,20591.0,41.89115,0.027753146,Senegal
103,0.701,0.0,0.1,0.0,0.1,11687080.0,865330050.0,1222.3729,20421.0,43.50004,19.44461,Senegal
104,0.696,0.0,0.1,0.0,0.125,12004701.0,1065829950.0,1411.9293,33193.0,43.50004,34.312042,Senegal
105,0.69,0.0,0.1,0.0,0.1,12335084.0,1017990020.0,1317.2357,22151.0,49.69513,24.008465,Senegal
106,0.641,0.0,0.12195122,0.0,0.12195122,12678148.0,936400000.0,1278.9778,20672.0,43.50004,23.191196,Senegal
107,0.642,0.0,0.09756097,0.0,0.09756097,13033809.0,1054600000.0,1371.7234,20644.0,52.05196,16.33163,Senegal
108,0.645,0.0,0.12195122,0.0,0.09756097,13401991.0,1075779970.0,1330.0575,14237.0,43.50004,16.552774,Senegal
109,0.638,0.0,0.14634146,0.0,0.12195122,13782420.0,994480000.0,1375.6787,14247.0,42.8175,19.07203,Senegal
110,0.672,0.0,0.12195122,0.0,0.12195122,14174731.0,1108680060.0,1394.7948,14274.0,43.50004,19.187164,Senegal
111,0.737,0.0,0.14634146,0.0,0.14634146,14578459.0,869400000.0,1218.7643,14392.0,43.50004,15.389223,Senegal
112,0.136,0.0,0.0,0.0,0.025641026,1930433.0,182930000.0,495.93927,33600.355,50.069683,5.8456244,Mauritania
113,0.201,0.0,0.0,0.0,0.0,1981899.0,250840000.0,495.24695,15000.0,50.069683,5.8456244,Mauritania
114,0.297,0.0,0.0,0.0,0.0,2034346.0,236180000.0,501.1934,60000.0,50.069683,5.8456244,Mauritania
115,0.311,0.0,0.051282052,0.0,0.025641026,2087912.0,217400000.0,691.451,35200.0,50.069683,5.8456244,Mauritania
116,0.293,0.0,0.05,0.0,0.05,2142645.0,199620000.0,683.4508,37500.0,50.069683,5.8456244,Mauritania
117,0.302,0.0,0.05,0.0,0.05,2198532.0,337840000.0,568.5362,51548.0,50.069683,5.8456244,Mauritania
118,0.297,0.0,0.0,0.0,0.0,2255516.0,268940000.0,583.42865,82229.0,50.069683,5.8456244,Mauritania
119,0.304,0.0,0.0,0.0,0.0,2313630.0,230230000.0,611.72125,34394.0,50.069683,0.5192621,Mauritania
120,0.304,0.0,0.0,0.0,0.025,2372901.0,272269984.0,607.94714,15880.0,50.069683,0.079776146,Mauritania
121,0.312,0.0,0.025,0.0,0.05,2433563.0,239070000.0,576.0882,7511.0,50.069683,5.8456244,Mauritania
122,0.313,0.0,0.05,0.0,0.025,2496216.0,165860000.0,550.88,26.0,50.069683,5.8456244,Mauritania
123,0.317,0.0,0.025,0.0,0.025,2561585.0,222700000.0,548.7473,223.0,50.069683,5.8456244,Mauritania
124,0.315,0.0,0.025,0.0,0.025,2630219.0,223630000.0,491.84277,350.0,51.20768,5.8456244,Mauritania
125,0.325,0.0,0.025,0.0,0.05,2702400.0,282740000.0,479.40347,365.0,50.069683,5.8456244,Mauritania
126,0.292,0.0,0.05,0.0,0.05,2778099.0,363460000.0,476.73862,405.0,50.069683,5.8456244,Mauritania
127,0.247,0.0,0.125,0.0,0.125,2857148.0,260850000.0,547.0752,475.0,50.069683,5.8456244,Mauritania
128,0.45,0.0,0.15,0.0,0.125,2939247.0,194770000.0,623.7804,473.0,50.069683,5.8456244,Mauritania
129,0.435,0.0,0.125,0.0,0.1,3024194.0,188800000.0,722.3239,632.0,50.069683,5.8456244,Mauritania
130,0.389,0.0,0.1,0.0,0.1,3111906.0,216320000.0,977.12354,770.0,50.069683,5.8456244,Mauritania
131,0.498,0.0,0.1,0.0,0.1,3202517.0,348850016.0,1048.1609,30471.0,45.50378,25.7443,Mauritania
132,0.498,0.0,0.1,0.0,0.125,3296238.0,454790016.0,1222.9254,27041.0,50.069683,21.671896,Mauritania
133,0.487,0.0,0.1,0.0,0.1,3393409.0,375980000.0,1079.2332,26795.0,50.069683,17.870295,Mauritania
134,0.484,0.0,0.12195122,0.0,0.12195122,3494195.0,373609984.0,1241.4287,26717.0,50.069683,16.647306,Mauritania
135,0.425,0.0,0.09756097,0.0,0.09756097,3598648.0,381720000.0,1435.6354,26535.0,50.069683,5.055262,Mauritania
136,0.457,0.0,0.12195122,0.0,0.09756097,3706554.0,409790016.0,1411.3528,80496.0,50.069683,14.963596,Mauritania
137,0.43,0.0,0.14634146,0.0,0.12195122,3817494.0,294740000.0,1477.3616,92767.0,50.069683,2.9677646,Mauritania
138,0.405,0.0,0.12195122,0.0,0.12195122,3930896.0,260709984.0,1371.5844,75635.0,50.069683,3.2626557,Mauritania
139,0.412,0.0,0.14634146,0.0,0.14634146,4046301.0,329460000.0,1193.4006,77394.0,50.069683,5.8456244,Mauritania
140,0.391,0.0,0.0,0.0,0.025641026,7548433.0,371410016.0,302.09665,48971.5,24.536283,3.384455,Niger
141,0.327,0.0,0.0,0.0,0.0,7780245.0,298049984.0,280.1412,48971.5,24.536283,3.384455,Niger
142,0.463,0.0,0.0,0.0,0.0,8026591.0,387589984.0,309.0569,792.0,24.536283,3.384455,Niger
143,0.568,0.0,0.051282052,0.0,0.025641026,8288735.0,369560000.0,280.86145,1385.0,24.536283,3.384455,Niger
144,0.524,0.0,0.05,0.0,0.05,8566770.0,356709984.0,273.73065,3699.0,24.536283,3.384455,Niger
145,0.317,0.0,0.05,0.0,0.05,8860287.0,338520000.0,181.3239,16692.0,24.536283,3.384455,Niger
146,0.41,0.0,0.0,0.0,0.0,9168312.0,372950016.0,170.5011,15070.0,24.536283,3.384455,Niger
147,0.434,0.0,0.0,0.0,0.0,9490288.0,272390016.0,198.1819,27622.0,24.536283,0.019360961,Niger
148,0.309,0.0,0.0,0.0,0.025,9826598.0,252060000.0,202.28474,25845.0,24.536283,0.00015565187,Niger
149,0.573,0.0,0.025,0.0,0.05,10178201.0,333230016.0,181.32866,7376.0,24.536283,0.00097212207,Niger
150,0.585,0.0,0.05,0.0,0.025,10545716.0,292340000.0,196.92711,3691.0,24.536283,0.026749987,Niger
151,0.606,0.0,0.025,0.0,0.025,10929918.0,187270000.0,184.64857,350.0,24.536283,0.014495672,Niger
152,0.602,0.0,0.025,0.0,0.025,11331557.0,209210000.0,158.70497,58.0,24.536283,1.6399559,Niger
153,0.607,0.0,0.025,0.0,0.05,11751365.0,258980016.0,165.54056,83.0,14.37604,2.0820189,Niger
154,0.613,0.0,0.05,0.0,0.05,12189983.0,295809984.0,178.05452,296.0,24.536283,1.384238,Niger
155,0.616,0.0,0.125,0.0,0.125,12647984.0,481020000.0,215.95665,328.0,24.536283,1.4547609,Niger
156,0.596,0.0,0.15,0.0,0.125,13125916.0,548680000.0,232.58557,344.0,24.536283,2.3668382,Niger
157,0.591,0.0,0.125,0.0,0.1,13624467.0,523090016.0,249.92793,301.0,28.67242,2.4484432,Niger
158,0.439,0.0,0.1,0.0,0.1,14143971.0,541940030.0,257.82916,317.0,24.536283,2.1616108,Niger
159,0.264,0.0,0.1,0.0,0.1,14685399.0,575449980.0,292.21973,319.0,24.536283,2.5650659,Niger
160,0.531,0.0,0.1,0.0,0.125,15250908.0,615449980.0,352.71997,320.0,24.536283,1.5854481,Niger
161,0.675,0.0,0.1,0.0,0.1,15843133.0,470630016.0,339.14362,325.0,24.536283,1.2380254,Niger
162,0.623,0.0,0.12195122,0.0,0.12195122,16464025.0,741380030.0,347.34305,314.0,24.536283,1.85211,Niger
163,0.619,0.0,0.09756097,0.0,0.09756097,17114760.0,644669950.0,374.48288,302.0,24.536283,1.107391,Niger
164,0.624,0.0,0.12195122,0.0,0.09756097,17795192.0,891140030.0,390.1199,50510.0,30.56039,18.279816,Niger
165,0.58,0.0,0.14634146,0.0,0.12195122,18504256.0,797299970.0,414.3886,57661.0,24.536283,31.494213,Niger
166,0.557,0.0,0.12195122,0.0,0.12195122,19240156.0,917780030.0,427.7372,77830.0,24.536283,27.03187,Niger
167,0.541,0.0,0.14634146,0.0,0.14634146,20001664.0,869280000.0,360.8534,262058.0,24.536283,19.83068,Niger
168,0.305,0.0,0.0,0.0,0.025641026,11094748.0,424730016.0,924.3266,800.0,34.13928,12.213579,Cote d'Ivoire
169,0.299,0.0,0.0,0.0,0.0,11502449.0,394560000.0,848.28986,480.0,41.880947,12.213579,Cote d'Ivoire
170,0.337,0.0,0.0,0.0,0.0,11924877.0,686400000.0,905.3217,272281.0,41.880947,12.213579,Cote d'Ivoire
171,0.262,0.0,0.051282052,0.0,0.025641026,12362407.0,629900030.0,848.7529,230290.0,41.880947,12.213579,Cote d'Ivoire
172,0.291,0.0,0.05,0.0,0.05,12812421.0,755700030.0,870.4812,174076.0,41.880947,12.213579,Cote d'Ivoire
173,0.426,0.0,0.05,0.0,0.05,13271643.0,763630020.0,832.2827,251588.0,41.880947,12.213579,Cote d'Ivoire
174,0.381,0.0,0.0,0.0,0.0,13735433.0,1593699970.0,605.2636,360112.0,41.880947,12.213579,Cote d'Ivoire
175,0.372,0.0,0.0,0.0,0.0,14199762.0,1212439940.0,774.6712,297908.0,41.880947,9.596778,Cote d'Ivoire
176,0.403,0.0,0.0,0.0,0.025,14665127.0,964770050.0,827.762,327696.0,41.880947,16.33831,Cote d'Ivoire
177,0.267,0.0,0.025,0.0,0.05,15130663.0,447000000.0,774.72766,208502.0,41.880947,13.201924,Cote d'Ivoire
178,0.444,0.0,0.05,0.0,0.025,15589414.0,967270020.0,809.0127,151182.0,36.35024,9.854764,Cote d'Ivoire
179,0.437,0.0,0.025,0.0,0.025,16032573.0,447780000.0,771.9684,138429.0,41.880947,12.700452,Cote d'Ivoire
180,0.429,0.0,0.025,0.0,0.025,16454668.0,350920000.0,651.3059,120691.0,48.74076,20.518244,Cote d'Ivoire
181,0.44,0.0,0.025,0.0,0.05,16853026.0,186080000.0,664.1277,126239.0,41.880947,14.965896,Cote d'Ivoire
182,0.422,0.0,0.05,0.0,0.05,17231540.0,1067500030.0,716.5303,144749.0,41.880947,11.43235,Cote d'Ivoire
183,0.479,1.0,0.1,1.0,0.1,17599610.0,253700000.0,869.7126,114010.0,41.880947,9.325352,Cote d'Ivoire
184,0.423,1.0,0.125,1.0,0.1,17970494.0,160710000.0,921.2013,110127.0,41.880947,18.566204,Cote d'Ivoire
185,0.459,1.0,0.1,1.0,0.075,18354514.0,91280000.0,930.82983,79666.0,41.880947,27.809633,Cote d'Ivoire
186,0.503,1.0,0.075,1.0,0.075,18754916.0,247140000.0,949.13184,736516.0,41.880947,36.98925,Cote d'Ivoire
187,0.477,1.0,0.075,1.0,0.075,19171236.0,171080000.0,1061.154,733695.0,41.880947,32.7101,Cote d'Ivoire
188,0.46,1.0,0.075,1.0,0.1,19605568.0,584630020.0,1235.6134,708767.0,41.880947,37.381733,Cote d'Ivoire
189,0.489,1.0,0.075,1.0,0.075,20059148.0,2403010050.0,1210.2954,543744.0,41.880947,29.982983,Cote d'Ivoire
190,0.504,1.0,0.09756097,1.0,0.09756097,20532950.0,845310020.0,1211.9303,540733.0,41.880947,24.08626,Cote d'Ivoire
191,0.532,1.0,0.07317073,1.0,0.07317073,21028656.0,1437709950.0,1207.0015,150889.0,41.880947,25.66029,Cote d'Ivoire
192,0.513,1.0,0.09756097,1.0,0.07317073,21547188.0,2908350210.0,1243.3446,48980.0,40.98163,30.919004,Cote d'Ivoire
193,0.565,1.0,0.12195122,0.0,0.12195122,22087504.0,1273459970.0,1415.4694,26980.0,41.880947,25.016932,Cote d'Ivoire
194,0.576,1.0,0.09756097,1.0,0.09756097,22647684.0,925040000.0,1559.3865,25925.0,43.90842,21.45598,Cote d'Ivoire
195,0.606,1.0,0.12195122,1.0,0.12195122,23226144.0,651669950.0,1426.4579,310252.0,41.880947,13.795719,Cote d'Ivoire
196,0.154,0.0,0.0,0.0,0.025641026,5982486.0,254960000.0,398.546,227155.83,26.892338,0.37864894,Guinea
197,0.177,0.0,0.0,0.0,0.0,6167475.0,363160000.0,394.33145,227155.83,26.892338,0.37864894,Guinea
198,0.176,0.0,0.0,0.0,0.0,6352283.0,291580000.0,419.78864,325000.0,26.892338,0.37864894,Guinea
199,0.274,0.0,0.051282052,0.0,0.025641026,6534939.0,377520000.0,461.34946,547960.0,26.892338,0.37864894,Guinea
200,0.268,0.0,0.05,0.0,0.05,6716038.0,447280000.0,489.07187,478491.0,26.892338,0.37864894,Guinea
201,0.278,0.0,0.05,0.0,0.05,6897166.0,410280000.0,475.42184,577158.0,26.892338,0.37864894,Guinea
202,0.277,0.0,0.0,0.0,0.0,7081116.0,358230016.0,477.78046,553244.0,26.892338,0.37864894,Guinea
203,0.272,0.0,0.0,0.0,0.0,7269625.0,415920000.0,508.10782,672298.0,26.892338,0.0,Guinea
204,0.278,0.0,0.0,0.0,0.025,7463782.0,298060000.0,518.3742,663854.0,20.55375,0.016994808,Guinea
205,0.286,0.0,0.025,0.0,0.05,7662075.0,381390016.0,493.8334,435300.0,26.892338,0.0063907453,Guinea
206,0.304,0.0,0.05,0.0,0.025,7860781.0,359570016.0,456.49103,482467.0,26.892338,0.013640526,Guinea
207,0.294,0.0,0.025,0.0,0.025,8054743.0,237830000.0,429.71976,501544.0,26.892338,0.022510901,Guinea
208,0.292,0.0,0.025,0.0,0.025,8240730.0,153410000.0,363.48248,427206.0,26.892338,0.04008178,Guinea
209,0.292,0.0,0.025,0.0,0.05,8417081.0,289249984.0,336.6301,178444.0,26.892338,0.96237355,Guinea
210,0.292,0.0,0.05,0.0,0.05,8586074.0,254190000.0,343.53735,182163.0,26.892338,0.07374295,Guinea
